agency,description,name,price
Homesmart,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,497'}",5903 W Cactus Wren Way Anthem At Merrill Ranch - Unit 56A 2017069422,"$675,000"
Homesmart,"{'Beds': '6', 'Baths': '6', 'Sq.Ft.': '6,555'}",2786 E Haymore Court Greenfield Acres 3,"$3,900,000"
"Merrill Ranch Realty, Llc","{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,558'}",4034 N San Marin Drive Anthem At Merrill Ranch - Unit 50 2016008607,"$674,900"
Coldwell Banker Realty,"{'Beds': '3', 'Baths': '6', 'Sq.Ft.': '5,744'}",188 N Shore Lane Crystal Point Estates,"$3,890,000"
Kari Bradley & Associates,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,560'}",7365 W Willow Way Anthem At Merrill Ranch - Unit 22B 2013050759,"$669,900"
West Usa Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '5,234'}",3901 E Sagebrush Street Lakeview Trails Southeast At Morrison Ranch,"$2,950,000"
RE/MAX Signature,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,132'}",10052 E Hay Loft Road Crestfield Manor At Arizona Farms Village Par 1,"$600,000"
West Usa Realty,"{'Beds': '6', 'Baths': '6 F 1 1/2', 'Sq.Ft.': '4,965'}",6378 S 154th Street Custom Homes,"$2,899,999"
Homesmart,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,443'}",7874 W Autumn Vista Way Anthem Merrill Ranch - Unit 36,"$595,000"
Mco Realty,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '6,816'}",14421 E Vista Del Monte Eagles Nest,"$6,500,000"
My Home Group Real Estate,"{'Beds': '5', 'Baths': '6 F 1 1/2', 'Sq.Ft.': '5,021'}",1934 E Ray Road Ray Road & 154Th Place Lot 3 Mld,"$2,600,000"
My Home Group Real Estate,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,060'}",3957 N Daisy Drive Anthem At Merrill Ranch - Unit 34 2017094164,"$595,000"
RE/MAX Sun Properties,"{'Beds': '4', 'Baths': '7', 'Sq.Ft.': '7,052'}",14408 E Shadow Canyon Drive Shadow Canyon At Sunridge Canyon,"$5,400,000"
Hague Partners,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,151'}",22635 S Val Vista Drive Metes And Bounds,"$2,575,000"
Redfin Corporation,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,378'}",9934 E Twin Spurs Lane Wild Horse Estates Phase 1,"$594,000"
Keller Williams Arizona Realty,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '6,800'}",14205 E La Paloma Place Eagles Nest,"$4,500,000"
"Merrill Ranch Realty, Llc","{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,692'}",6601 W Sandpiper Court Anthem At Merrill Ranch Unit 14,"$574,900"
Launch Powered By Compass,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,727'}",9311 N Horizon Trail Firerock Parcel G,"$4,499,999"
"Merrill Ranch Realty, Llc","{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,103'}",3609 N Hudson Drive Anthem At Merrill Ranch Unit 20,"$555,000"
Realty Executives,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '7,079'}",15827 E Firerock Country Club Drive Firerock Country Club,"$4,499,000"
Original Realty Co,"{'Beds': '4', 'Baths': '7 F 1 1/2', 'Sq.Ft.': '4,500'}",10031 N Palisades Boulevard Firerock Parcel P2-Q1,"$4,400,000"
Canam Realty Group,"{'Beds': '6', 'Baths': '6', 'Sq.Ft.': '8,210'}",9615 N Rock Ridge Trail Firerock Parcel D,"$3,700,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,605'}",14137 N Territory Trail Adero Canyon,"$3,350,000"
Coldwell Banker Realty,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '6,706'}",15424 E Sundown Drive Parcel 1 At Sunridge Canyonmcr 045261,"$3,242,300"
Exp Realty,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,227'}",9005 N Crimson Canyon Eagle Mountain Parcel 4,"$2,999,995"
RE/MAX Excalibur,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,128'}",14712 E Paradise Drive Eagle Ridge At Fountain Hills,"$2,995,000"
"Venture Rei, Llc","{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '5,209'}",16746 N Mountain Parkway Eagles Nest Parcel 6,"$2,879,000"
Launch Powered By Compass,"{'Beds': '5', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '5,900'}",3699 S Woodland Hills Drive Pine Canyon,"$6,950,000"
Silverleaf Realty,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,054'}",3706 Doc Raymond Forest Highlands,"$6,495,000"
Exp Realty,"{'Beds': '8', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '6,858'}",9455 W Antoinette Way Baderville,"$6,200,000"
Launch Powered By Compass,"{'Beds': '5', 'Baths': '6 F 1 1/2', 'Sq.Ft.': '5,500'}",3724 S Woodland Hills Drive Pine Canyon,"$5,996,500"
Launch Powered By Compass,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '6,522'}",3866 S Clubhouse Circle #259 Pine Canyon,"$5,995,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '8,500'}",1293 Elkhorn Trail Highland Meadows,"$5,500,000"
Walt Danley Local Luxury Christie's International Real Estate,"{'Beds': '6', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '6,429'}",3900 S Clubhouse Circle Estates At Pine Canyon 4,"$4,500,000"
RE/MAX Fine Properties,"{'Beds': '5', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '4,684'}",3749 S Clubhouse Circle Estates At Pine Canyon Unit 2,"$3,895,000"
Realty One Group,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,187'}",4855 E Gandalf Lane Forest Ridge,"$3,850,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '8', 'Baths': '8', 'Sq.Ft.': '6,832'}",3324 N Cazadero Trail Lockett Ranches,"$3,800,000"
Silverleaf Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,063'}",3905 Doc Raymond Forest Highlands,"$2,900,000"
Symmetry Realty Brokerage,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,564'}",2509 S Pinyon Jay Drive #3 Pine Canyon,"$2,775,000"
Keller Williams Realty East Valley,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,816'}",11125 S Highway 87 S27 T7s R8e,"$2,150,000"
Homesmart Premier,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,513'}",4751 W Pueblo Drive Robson Ranch,"$769,800"
Century 21 Arizona Foothills,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,299'}",4656 W Aztec Drive Robson Ranch-Arizona Unit Twenty-Two,"$698,000"
Homesmart Premier,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,465'}",4359 W Agave Avenue Robson Ranch,"$675,000"
Homesmart Premier,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,165'}",5432 N Comanche Drive Robson Ranch,"$624,000"
Homesmart Premier,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '1,942'}",5355 N Eager Drive Robson Ranch,"$610,000"
Keller Williams Legacy One Realty,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,400'}",4221 E Mustang Drive Villa Grande Rancheros,"$600,000"
Homesmart Premier,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,156'}",4448 W Adobe Drive Robson Ranch,"$579,900"
RE/MAX A Bar Z Realty,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,543'}",5351 N Pioneer Drive Robson Ranch-Casa Grande Unit 23,"$574,900"
Homesmart Premier,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,251'}",5325 W Gulch Drive Robson Ranch,"$565,000"
Sun Lakes-Casa Grande,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '1,884'}","4777 W Picacho Drive Robson Ranch-Arizona Unit Twenty-Seven A, Lot 35","$562,556"
Homesmart Premier,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,456'}",4950 W Comanche Drive Robson Ranch,"$560,000"
Homefinder Hub Realty,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,229'}",12841 W Via Camille Rancho El Mirage Parcel B,"$525,000"
Exp Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,252'}",12806 W Windrose Drive Dysart & Cactus Parcel 3,"$499,999"
United Southwest Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,086'}",12810 W Evans Drive Rancho El Mirage Parcel B,"$486,000"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,252'}",12821 W Corrine Drive Dysart & Cactus Parcel 3,"$469,500"
Century 21 Arizona Foothills,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,900'}",11712 W Acapulco Lane Thompson Ranch Phase 4,"$469,500"
"Weichert, Realtors - Rattler","{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,291'}",14618 N 125th Lane Rancho El Mirage,"$465,000"
Delex Realty,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,265'}",12209 W Desert Lane 3 J's Country Estates,"$450,000"
Realty One Group,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,972'}",12805 W Corrine Drive Dysart & Cactus Parcel 3,"$449,900"
West Usa Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,252'}",12834 W Aster Drive Dysart & Cactus Parcel 3,"$445,000"
Libertas Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,990'}",12882 W Aster Drive Dysart & Cactus Parcel 3,"$439,999"
Exp Realty,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,178'}",14705 N 130th Lane Rancho El Mirage,"$430,000"
Hague Partners,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,615'}",13109 N 127th Lane Dysart & Cactus Parcel 6,"$429,000"
Stallings & Long Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,900'}",2566 N Chaparral Loop Pioneer Hills,"$279,000"
Homesmart Advantage Group,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,250'}",640 E Skyline Drive Skyline,"$250,000"
Keller Williams Realty Phoenix,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,892'}",5541 S Mckinney Avenue Central Heights Townsite,"$230,000"
Keller Williams Realty Sonoran Living,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,660'}",1007 S Hunt Ridge Drive None,"$225,000"
Stallings & Long Realty,"{'Beds': '3', 'Baths': '1', 'Sq.Ft.': '964'}",363 W Hackney Avenue North Globe Townsite,"$219,900"
Stallings & Long Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,196'}",801 E Cactus Drive Skyline,"$217,900"
Stallings & Long Realty,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '944'}",239 S High Street Globe Townsite,"$199,900"
Exp Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '980'}",57 S Crosswind Drive N/A,"$195,000"
Oak Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,021'}",5506 E Pinal Canyon Road Little Acres Amended,"$194,500"
Stallings & Long Realty,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '786'}",710 E South Street East Globe,"$182,500"
United Southwest Realty,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,151'}",1305 E Bailey Street East Globe Townsite,"$129,900"
R.O.I. Properties,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,064'}",140 S Fairview Street Tovey Addition,"$120,000"
Thomas Popa & Associates Llc,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,999'}",2608 S Sycamore Village Drive Superstition Mountain,"$1,950,000"
RE/MAX Solutions,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,163'}",2496 S Geronimo Head Trail Superstition Mountain,"$1,799,000"
Delex Realty,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,758'}",3204 S Ponderosa Drive Superstition Mountains,"$1,680,000"
Good Oak Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,308'}",2445 S Falling Star Road Meets And Bounds,"$1,499,900"
Thomas Popa & Associates Llc,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,537'}",2671 S Moonlight Drive Superstition Mountain,"$1,499,000"
West Usa Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,113'}",3089 S Prospector Circle Superstition Mountain,"$1,449,500"
West Usa Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,113'}",3119 S Prospector Circle Superstition Mountain,"$1,449,500"
West Usa Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,113'}",3149 S Prospector Circle Superstition Mountain,"$1,449,500"
Retsy,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '3,700'}",9665 E Broken Arrow Lane S33 T1n R9e,"$1,400,000"
Homesmart,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,046'}",2866 S Petroglyph Trail Petroglyph Estates At Superstition Foothills,"$1,348,500"
Kenneth James Realty,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,441'}",6975 E Grand View Lane Superstition Highlands Unit 3,"$1,275,000"
Exp Realty,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,441'}",9454 E Bunny Ear Lane Metes And Bounds,"$1,250,000"
Century 21 Toma Partners,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,626'}",5648 W Arrowhead Lakes Drive Arrowhead Lakes 1 Replat Lt 1-204 A-H J-N P-R,"$1,350,000"
West Usa Realty,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,911'}",6041 W Lone Cactus Drive Arrowhead Ranch/ Aguila Del Sol /Custom/Golf Course/Culdesac!,"$1,299,000"
Homesmart,"{'Beds': '6', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,629'}",6601 W Bloomfield Road Longhorn Ranch Unit 2,"$1,299,000"
Homesmart,"{'Beds': '6', 'Baths': '5', 'Sq.Ft.': '3,793'}",6625 W Bloomfield Road Longhorn Ranch Unit 2,"$1,299,000"
Homesmart,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,000'}",6613 W Bloomfield Road Longhorn Ranch Unit 2,"$1,299,000"
Exp Realty,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '3,721'}",6413 W Corrine Drive Longhorn Ranch Unit 2,"$1,199,000"
Dpr Realty Llc,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,434'}",23355 N 65th Lane Metes And Bounds,"$1,195,000"
Homesmart,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,980'}",5867 W Abraham Lane Arrowhead Lakes 1 Replat Lt 1-204 A-H J-N P-R,"$1,195,000"
Upside Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,451'}",8221 W Orange Drive Caballeros Haciendas,"$1,190,000"
My Home Group Real Estate,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,096'}",3545 W Westcott Drive Western Meadows 3,"$1,139,999"
RE/MAX Professionals,"{'Beds': '6', 'Baths': '4', 'Sq.Ft.': '3,951'}",7021 W Risner Road Arrowhead Estates 3,"$1,100,000"
RE/MAX Fine Properties,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,046'}",5231 W Melinda Lane Arrowhead Lakes,"$1,075,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,647'}",145 S Bonito Ranch Loop Rio Bonito Ranch,"$1,400,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,800'}",125 S Bonito Ranch Loop Rio Bonito Ranch,"$950,000"
Code Of The West,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,846'}",1450 S Angel Crest Drive None,"$699,900"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,820'}",10305 E Creekside Drive Oak Creek Valley Unit 2,"$549,900"
"Venture Rei, Llc","{'Beds': '8', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '6,506'}",1253 S Porter Court Rockwell,"$2,500,000"
Homesmart,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,342'}",221 S Ranchos Legante Drive Metes & Bounds,"$2,350,000"
Exp Realty,"{'Beds': '7', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '5,723'}",641 E Houston Avenue Circle G Ranches Unit 5 Lots 3 4 & 5 Replat,"$2,149,900"
On Q Property Management,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '5,278'}",2742 E Wyatt Way Somerset Phase 1,"$1,999,000"
Redfin Corporation,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '4,477'}",25235 S 154th Street Private Gated Residence,"$1,999,000"
Becca Homes Realty,"{'Beds': '7', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '6,525'}",1080 N Riata Street Circle G Ranches Unit 5,"$1,995,000"
Coldwell Banker Realty,"{'Beds': '4', 'Baths': '6', 'Sq.Ft.': '5,691'}",356 S Portland Avenue Th Ranch,"$1,950,000"
Keller Williams Integrity First,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,421'}",1750 E Coco Palm Court Lakeside At Val Vista Lakes,"$1,900,000"
West Usa Realty,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '5,247'}",2979 E Bonanza Road Whitewing At Higley,"$1,899,000"
"Venture Rei, Llc","{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '5,728'}",3017 E Silo Drive Warner Groves At Morrison Ranch,"$1,890,000"
Realty One Group,"{'Beds': '6', 'Baths': '5', 'Sq.Ft.': '6,240'}",2651 E Calle De Flores Metes And Bounds,"$1,875,000"
"Weichert, Realtors - Courtney Valleywide","{'Beds': '5', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '3,942'}",3379 E Sagebrush Street Lakeview Trails Southwest At Morrison Ranch,"$1,850,000"
Keller Williams Integrity First,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,039'}",4226 N Turnberry Court Anthem At Merrill Ranch - Unit 52 2017069421,"$550,000"
Hague Partners,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,753'}",6022 W Estancia Way Anthem At Merrill Ranch Unit 11,"$550,000"
"Pcd Realty, Llc","{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,736'}",6363 W Augusta Court Anthem At Merrill Ranch - Unit 60 2017094166,"$544,990"
My Home Group Real Estate,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '2,883'}",3079 N Princeton Drive Anthem At Merrill Ranch,"$540,000"
Homesmart,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,039'}",8091 W Autumn Vista Way Anthem At Merrill Ranch - Unit 34 2017094164,"$534,900"
Hague Partners,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,571'}",5766 W Saratoga Court Anthem At Merrill Ranch - Unit 3 2017077518,"$529,450"
"Merrill Ranch Realty, Llc","{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,551'}",6860 W Trenton Way Anthem At Merrill Ranch Phase 1A Unit 6,"$529,000"
Coldwell Banker Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,073'}",22913 E Charles Court Commencing At The East Quarter Corner Of Section 2,"$500,000"
"Merrill Ranch Realty, Llc","{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,100'}",7055 W Willow Way Re-Plat Anthem At Merrill Ranch Unit 16 2014052114,"$499,900"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,842'}",2234 N Petersburg Drive Merrill Ranch - Unit 53 2016008606,"$499,890"
Homesmart Lifestyles,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,495'}",4196 N Potomac Drive Anthem,"$495,000"
"Pcd Realty, Llc","{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,474'}",6314 W Muirfield Way Anthem At Merrill Ranch - Unit 60 2017094166,"$494,990"
West Usa Realty,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '3,697'}",14258 E Harmony Lane Adero Canyon Phase 2 Parcel 2A,"$2,699,000"
RE/MAX Sun Properties,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,425'}",15436 E Golden Eagle Boulevard Fountain Hills Arizona No. 505-A,"$2,680,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '6 F 1 1/2', 'Sq.Ft.': '5,894'}",15905 E Firerock Country Club Drive Firerock Country Club,"$2,600,000"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,323'}",14270 E Harmony Lane Adero Canyon Phase 2 Parcel 2A,"$2,550,000"
Toll Brothers Real Estate,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '3,516'}",14107 E Sonora Crest Drive Adero Canyon Parcel 6 Replat,"$2,483,995"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,300'}",14238 N Territory Trail Adero Canyon,"$2,450,000"
RE/MAX Fine Properties,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '5,000'}",17005 E Player Court Fountain Hills Arizona No. 401-A,"$2,400,000"
Launch Powered By Compass,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '6,228'}",16919 E Nicklaus Drive Fountain Hills Arizona No. 401B,"$2,347,125"
RE/MAX Fine Properties,"{'Beds': '6', 'Baths': '4', 'Sq.Ft.': '3,700'}",15634 E Centipede Drive Fountain Hills Az Fp No 505-C Blk 1 L0ts 2 And 3 R,"$2,220,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '4,479'}",10141 N Mcdowell View Trail Firerock Parcel 01-02,"$2,200,000"
Home America Realty,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,950'}",9604 N Solitude Canyon Eagle Mountain Parcel 5,"$2,195,000"
Walt Danley Local Luxury Christie's International Real Estate,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,511'}",15524 E Palatial Drive Palatial Estates,"$2,175,000"
Symmetry Realty Brokerage,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,221'}",2684 S Pinyon Jay Drive #14 Pine Canyon,"$2,500,000"
RE/MAX Fine Properties,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,967'}",1689 E Solitude Court Mountain Estates Unit 1 At Pine Canyon Lot:21,"$2,500,000"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,818'}",13470 N Us-89 Long Legal,"$2,499,000"
Symmetry Realty Brokerage,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,221'}",2437 S Pinyon Jay Drive #30 Pine Canyon,"$2,368,000"
Silverleaf Realty,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,954'}",7113 N Elk Tank Road Elk Tank Road Area,"$2,300,000"
Exp Realty,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '4,392'}",303 W Juniper Avenue Mt Elden Add,"$2,250,000"
Exp Realty,"{'Beds': '6', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '5,188'}",1407 N Mariposa Road Sunridge,"$2,250,000"
Symmetry Realty Brokerage,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,637'}",2453 S Pinyon Jay Drive #31 Pine Canyon,"$2,248,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,646'}",6200 E Burris Lane Doney Park,"$2,200,000"
"Real Broker Az, Llc","{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '3,414'}",1538 E Castle Hills Drive Mountain Villas At Pine Canyon,"$1,900,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '4,250'}",3905 N Westwood Circle Westwood Estates,"$1,890,900"
Coldwell Banker Northland,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,459'}",5234 W Brackin Ranch Road A 1 Ranch,"$1,865,000"
Delex Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,178'}",13017 W Port Royale Lane Rancho El Mirage,"$399,900"
Redfin Corporation,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,832'}",12245 N 121st Drive Sundial Unit 1,"$399,000"
Hague Partners,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,832'}",11913 N 127th Drive Sundial 3 Unit 2,"$389,999"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,364'}","13330 N B Street Mansfield Tr Lots 9-14, 27-29","$389,000"
West Usa Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,832'}",13022 W Paradise Drive Sundial 3,"$379,000"
Realty One Group,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,531'}",13013 W Ash Street Dave Brown At Dysart And Thunderbird,"$378,000"
West Usa Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,832'}",11521 W Paradise Drive Sundial 4 Unit 2,"$375,000"
Realty One Group,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '1,495'}",12413 W Sweetwater Avenue Buenavida,"$375,000"
"Opendoor Brokerage, Llc","{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,534'}",12431 W Mandalay Lane Rancho El Mirage Parcel G,"$373,000"
Good Oak Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,308'}",12970 W Via Camille Rancho El Mirage Parcel A,"$370,000"
Az Key Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,238'}",12422 N 121st Drive Sundial,"$368,500"
Property For You Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,308'}",12549 W Mauna Loa Lane Rancho El Mirage Parcel F,"$365,999"
First Class Real Estate Agency,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,488'}",5451 N Globe Drive Robson Ranch Casa Grande Unit 7,"$555,000"
